Name,CID,SMILES,predicted_pIC50,predicted_IC50_nM
Caffeic Acid,689043,C1=CC(=C(C=C1C=CC(=O)O)O)O,5.23459278284336,5826.492840772665
beta Farnesene,15228937,CCC(=C)CCC=C(C)CCC=C(C)C,5.221422153270273,6005.8965418602065
"1,7-Bis(4-Hydroxyphenyl)-1-Heptene-3,5-Dione",9796708,C1=CC(=CC=C1CCC(=O)CC(=O)C=CC2=CC=C(C=C2)O)O,5.220842419202153,6013.919088621829
"(1,7-Bis(4-hydroxyphenyl)-1-heptene-3,5-dione)",53666293,C1=CC(=CC=C1CCC(=O)CC(=O)C=CC2=CC=C(C=C2)O)O,5.220842419202153,6013.919088621829
Nerol,643820,CC(=CCCC(=CCO)C)C,5.215173937958775,6092.928223560518
Geraniol,637566,CC(=CCCC(=CCO)C)C,5.215173937958775,6092.928223560518
"(1E,6E)-1,7-bis(4-hydroxy-3-methoxyphenyl)-4-[(E)-2-methyl-6-(4-methylidenecyclohex-2-en-1-yl)hept-3-en-2-yl]hepta-1,6-diene-3,5-dione",102230693,CC(CC=CC(C)(C)C(C(=O)C=CC1=CC(=C(C=C1)O)OC)C(=O)C=CC2=CC(=C(C=C2)O)OC)C3CCC(=C)C=C3,5.211569424884511,6143.708125622499
"4,12,12-Trimethyl-9-methylene-5-oxatricyclo(8.2.0.04,6)dodecane",14350,CC1(CC2C1CCC3(C(O3)CCC2=C)C)C,5.208778256304145,6183.320298271333
Caryophyllene oxide,1742210,CC1(CC2C1CCC3(C(O3)CCC2=C)C)C,5.208778256304145,6183.320298271333
"(1R,4R,5R,9S)-4,5-epoxycaryophyllan-8(13)-ene",1742211,CC1(CC2C1CCC3(C(O3)CCC2=C)C)C,5.208778256304145,6183.320298271333
beta-Caryophyllene epoxide,6604672,CC1(CC2C1CCC3(C(O3)CCC2=C)C)C,5.208778256304145,6183.320298271333
Npc16157,13240188,CC1(CC2C1CCC3(C(O3)CCC2=C)C)C,5.208778256304145,6183.320298271333
4-Hydroxybenzaldehyde,126,C1=CC(=CC=C1C=O)O,5.203732699853862,6255.575933346763
"1,7-Bis(4-hydroxyphenyl)-3-hydroxy-1,3-heptadien-5-one",10614892,C1=CC(=CC=C1CCC(=O)C=C(C=CC2=CC=C(C=C2)O)O)O,5.203445941544713,6259.707762797047
"5-Hydroxy-1,7-bis(4-hydroxyphenyl)-4,6-heptadiene-3-one",85206212,C1=CC(=CC=C1CCC(=O)C=C(C=CC2=CC=C(C=C2)O)O)O,5.203445941544713,6259.707762797047
Riboflavin,493570,CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)CC(C(C(CO)O)O)O,5.202267036638218,6276.723003931105
,102230695,CC1=CC(C(CC1O)C(C)CC(=O)C=C(C)C)OC2=CC=C(C=C2)C=CC(=O)C=C(C=CC3=CC(=C(C=C3)O)OC)O,5.199547450263845,6316.151663369681
"(6R)-2,2,6-trimethyl-6-(4-methylphenyl)oxane",11276006,CC1=CC=C(C=C1)C2(CCCC(O2)(C)C)C,5.191745366888955,6430.646448722631
"(2S,5S)-5-methyl-2-(4-methylphenyl)heptan-4-one",163103560,CCC(C)C(=O)CC(C)C1=CC=C(C=C1)C,5.191106836885084,6440.108187093037
"Cyclohexane, 1-ethenyl-1-methyl-2,4-bis(1-methylethenyl)-, (1R,2R,4S)-",9859094,CC(=C)C1CCC(C(C1)C(=C)C)(C)C=C,5.189468937214943,6464.4422907935295
Beta-Elemene,6918391,CC(=C)C1CCC(C(C1)C(=C)C)(C)C=C,5.189468937214943,6464.4422907935295
"(5S,6S,9R)-9-hydroxy-9-methyl-3-propan-2-ylidene-6-prop-1-en-2-yl-1-oxaspiro[4.4]nonan-2-one",102165195,CC(=C1CC2(C(CCC2(C)O)C(=C)C)OC1=O)C,5.189381591132798,6465.742561728956
"1,4,6-Heptatrien-3-one, 5-hydroxy-1,7-bis(4-hydroxyphenyl)-",468139,C1=CC(=CC=C1C=CC(=CC(=O)C=CC2=CC=C(C=C2)O)O)O,5.179666754472148,6612.006099447706
"(1E,4Z,6E)-5-Hydroxy-1,7-Bis(4-Hydroxyphenyl)Hepta-1,4,6-Trien-3-One",5324473,C1=CC(=CC=C1C=CC(=CC(=O)C=CC2=CC=C(C=C2)O)O)O,5.179666754472148,6612.006099447706
Sesquicineole,341779,CC(=CCCC1(C2CCC(O1)(CC2)C)C)C,5.175487357137226,6675.943351986048
3-(4-Hydroxy-3-Methoxyphenyl)Prop-2-Enoic Acid,709,COC1=C(C=CC(=C1)C=CC(=O)O)O,5.174151078833322,6696.516159334053
Ferulic Acid,445858,COC1=C(C=CC(=C1)C=CC(=O)O)O,5.174151078833322,6696.516159334053
beta-(Z)-Elemenone,22211636,CC(=C1CC(C(CC1=O)(C)C=C)C(=C)C)C,5.17196388523911,6730.326215397164
beta-Elemenone,10955018,CC(=C1CC(C(CC1=O)(C)C=C)C(=C)C)C,5.17196388523911,6730.326215397164
4-Isopropenyl-5-methyl-2-(1-methylethylidene)-5-vinylcyclohexanone,519762,CC(=C1CC(C(CC1=O)(C)C=C)C(=C)C)C,5.17196388523911,6730.326215397164
"Cyclohexanone, 5-ethenyl-5-methyl-4-(1-methylethenyl)-2-(1-methylethylidene)-, (4R,5S)-rel-",12314814,CC(=C1CC(C(CC1=O)(C)C=C)C(=C)C)C,5.17196388523911,6730.326215397164
"1-(4-Hydroxy-3-methoxyphenyl)-5-(4-hydroxyphenyl)penta-1,4-dien-3-one",85152062,COC1=C(C=CC(=C1)C=CC(=O)C=CC2=CC=C(C=C2)O)O,5.170305824239741,6756.070545871738
"(1E,4E)-1-(4-Hydroxy-3-methoxyphenyl)-5-(4-hydroxyphenyl)-1,4-pentadien-3-one",10469828,COC1=C(C=CC(=C1)C=CC(=O)C=CC2=CC=C(C=C2)O)O,5.170305824239741,6756.070545871738
"Pinocarveol, (+-)-",102667,CC1(C2CC1C(=C)C(C2)O)C,5.168819168708053,6779.2372235035655
"(1S,3R,5S)-2(10)-Pinen-3-ol",12314318,CC1(C2CC1C(=C)C(C2)O)C,5.168819168708053,6779.2372235035655
"Pinocarveol, trans-(-)-",1201530,CC1(C2CC1C(=C)C(C2)O)C,5.168819168708053,6779.2372235035655
Patchoulene,91746471,CC1CCC2=C1CC3CCC2(C3(C)C)C,5.168005984647366,6791.942731470695
beta-Patchoulene,101731,CC1CCC2=C1CC3CCC2(C3(C)C)C,5.168005984647366,6791.942731470695
Beta-Pinene,14896,CC1(C2CCC(=C)C1C2)C,5.167461855673898,6800.457711790321
"1,2,3,5-Tetramethylbenzene",10695,CC1=CC(=C(C(=C1)C)C)C,5.164413716307561,6848.35529647512
4-Hydroxybenzoic Acid,135,C1=CC(=CC=C1C(=O)O)O,5.163498468961326,6862.802977832787
"(4Z,6E)-5-Hydroxy-1,7-bis(4-hydroxy-3-methoxyphenyl)-4,6-heptadien-3-one",5372374,COC1=C(C=CC(=C1)CCC(=O)C=C(C=CC2=CC(=C(C=C2)O)OC)O)O,5.161056451788467,6901.500888181081
"5-Hydroxy-1,7-bis(4-hydroxy-3-methoxyphenyl)-4,6-heptadiene-3-one",586427,COC1=C(C=CC(=C1)CCC(=O)C=C(C=CC2=CC(=C(C=C2)O)OC)O)O,5.161056451788467,6901.500888181081
"Linalool, (+)-",67179,CC(=CCCC(C)(C=C)O)C,5.16090404775877,6903.923210280913
Linalool,6549,CC(=CCCC(C)(C=C)O)C,5.16090404775877,6903.923210280913
(-)-Linalool,443158,CC(=CCCC(C)(C=C)O)C,5.16090404775877,6903.923210280913
Npc197942,2734021,CC1=CC(C2CC1C2(C)C)O,5.159748689348008,6922.314245601799
Verbenol,61126,CC1=CC(C2CC1C2(C)C)O,5.159748689348008,6922.314245601799
"(E,Z)-Farnesol",1549109,CC(=CCCC(=CCCC(=CCO)C)C)C,5.158634916458344,6940.089697373007
"Farnesol, (2Z,6Z)-",1549107,CC(=CCCC(=CCCC(=CCO)C)C)C,5.158634916458344,6940.089697373007
a Farnesol,3327,CC(=CCCC(=CCCC(=CCO)C)C)C,5.158634916458344,6940.089697373007
Farnesol,445070,CC(=CCCC(=CCCC(=CCO)C)C)C,5.158634916458344,6940.089697373007
Dihydrocurcumin,10429233,COC1=C(C=CC(=C1)CCC(=O)CC(=O)C=CC2=CC(=C(C=C2)O)OC)O,5.158608727592143,6940.508211925314
"(1E,6E)-1-(3,4-dihydroxyphenyl)-7-(4-hydroxyphenyl)hepta-1,6-diene-3,5-dione",25055438,C1=CC(=CC=C1C=CC(=O)CC(=O)C=CC2=CC(=C(C=C2)O)O)O,5.157784870510321,6953.68685919095
"1-(4-Hydroxyphenyl)-7-(3,4-dihydroxyphenyl)-1,6-heptadiene-3,5-dione",68738786,C1=CC(=CC=C1C=CC(=O)CC(=O)C=CC2=CC(=C(C=C2)O)O)O,5.157784870510321,6953.68685919095
Bisabolocurcumin Ether,71463189,CC1=CC(C(CC1O)C(C)CC(=O)C=C(C)C)OC2=C(C=C(C=C2)C=CC(=CC(=O)C=CC3=CC(=C(C=C3)O)OC)O)OC,5.142424883796272,7204.023422976942
"p,alpha-DIMETHYLBENZYL ALCOHOL",10817,CC1=CC=C(C=C1)C(C)O,5.139244021372567,7256.980876357228
"1-p-Tolylethanol, (-)-",6993963,CC1=CC=C(C=C1)C(C)O,5.139244021372567,7256.980876357228
Tricyclene,79035,CC1(C2CC3C1(C3C2)C)C,5.133538009234487,7352.956399549071
"(1E,4Z,6E)-5-hydroxy-1-(4-hydroxy-3-methoxyphenyl)-7-[3-methoxy-4-[(2,2,6-trimethyl-1-oxaspiro[2.5]oct-5-en-4-yl)oxy]phenyl]hepta-1,4,6-trien-3-one",102230698,CC1=CC(C2(CC1)C(O2)(C)C)OC3=C(C=C(C=C3)C=CC(=CC(=O)C=CC4=CC(=C(C=C4)O)OC)O)OC,5.133079717836281,7360.719738556729
"(3S,3aR)-3,3a-dihydroxy-3,8-dimethyl-5-propan-2-ylidene-1,2,4,8a-tetrahydroazulen-6-one",102056122,CC1=CC(=O)C(=C(C)C)CC2(C1CCC2(C)O)O,5.129130998091639,7427.950516718035
Procurcumadiol,14633012,CC1=CC(=O)C(=C(C)C)CC2(C1CCC2(C)O)O,5.129130998091639,7427.950516718035
Coronarin E,9971144,CC1(CCCC2(C1CCC(=C)C2C=CC3=COC=C3)C)C,5.123314630606113,7528.099825926174
"1,5-Dihydroxy-1-(4-hydroxy-3-methoxyphenyl)-7-(4-hydroxyphenyl)hepta-4,6-dien-3-one",129864072,COC1=C(C=CC(=C1)C(CC(=O)C=C(C=CC2=CC=C(C=C2)O)O)O)O,5.115535519534894,7664.15854936099
"2-Cyclohexen-1-one, 4-(1,5-dimethyl-4-hexenyl)-",550361,CC(CCC=C(C)C)C1CCC(=O)C=C1,5.114978069311755,7674.002400050024
alpha-Patchoulene,521710,CC1CCC23C1CC(C2(C)C)CC=C3C,5.113844813384484,7694.053230739524
Farnesene,5281516,CC(=CCCC(=CCC=C(C)C=C)C)C,5.110482650842776,7753.849177484417
"1,4,6-Heptatrien-3-one, 5-hydroxy-1,7-bis(4-hydroxy-3-methoxyphenyl)-",442783,COC1=C(C=CC(=C1)C=CC(=CC(=O)C=CC2=CC(=C(C=C2)O)OC)O)O,5.107747435682406,7802.837532687813
"(1E,4Z,6E)-5-hydroxy-1,7-bis(4-hydroxy-3-methoxyphenyl)hepta-1,4,6-trien-3-one",5281767,COC1=C(C=CC(=C1)C=CC(=CC(=O)C=CC2=CC(=C(C=C2)O)OC)O)O,5.107747435682406,7802.837532687813
"1,4,6-Heptatrien-3-one, 1,7-bis(4-hydroxyphenyl)-, (1E,4E,6E)-",71346280,C1=CC(=CC=C1C=CC=CC(=O)C=CC2=CC=C(C=C2)O)O,5.107307631988078,7810.743354952844
"1,7-Bis(4-Hydroxyphenyl)-1,4,6-Heptatrien-3-One",10447050,C1=CC(=CC=C1C=CC=CC(=O)C=CC2=CC=C(C=C2)O)O,5.107307631988078,7810.743354952844
"(3s,5s,6s,8As)-3-methyl-8-methylidene-5-(propan-2-yl)octahydro-6h-3a,6-epoxyazulen-6-ol",160771,CC1CCC2C13CC(C(O3)(CC2=C)O)C(C)C,5.105971393058043,7834.812489122501
"(3S,3aS,5S,6R,8aS)-5-isopropyl-3-methyl-8-methyleneoctahydro-6H-3a,6-epoxyazulen-6-ol",3559861,CC1CCC2C13CC(C(O3)(CC2=C)O)C(C)C,5.105971393058043,7834.812489122501
"(1S,2S,5S,9S)-2-Methyl-6-methylidene-9-propan-2-yl-11-oxatricyclo[6.2.1.01,5]undecan-8-ol",21598795,CC1CCC2C13CC(C(O3)(CC2=C)O)C(C)C,5.105971393058043,7834.812489122501
(-)-Curcumol,14240392,CC1CCC2C13CC(C(O3)(CC2=C)O)C(C)C,5.105971393058043,7834.812489122501
"(1R,2S,5S,9S)-2-methyl-6-methylidene-9-propan-2-yl-11-oxatricyclo[6.2.1.01,5]undecan-8-ol",91746596,CC1CCC2C13CC(C(O3)(CC2=C)O)C(C)C,5.105971393058043,7834.812489122501
"(1S,2S,5S,8R,9R)-2-methyl-6-methylidene-9-propan-2-yl-11-oxatricyclo[6.2.1.01,5]undecan-8-ol",101286200,CC1CCC2C13CC(C(O3)(CC2=C)O)C(C)C,5.105971393058043,7834.812489122501
"(1S,2S,5S,9R)-2-methyl-6-methylidene-9-propan-2-yl-11-oxatricyclo[6.2.1.01,5]undecan-8-ol",57336521,CC1CCC2C13CC(C(O3)(CC2=C)O)C(C)C,5.105971393058043,7834.812489122501
Myricetin,5281672,C1=C(C=C(C(=C1O)O)O)C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O,5.105959891409444,7835.019985319463
Terpecurcumin D,71454270,CC(CC(=O)C=C(C)C)C1CC(C(C=C1)(C)O)OC2=C(C=C(C=C2)C=CC(=CC(=O)C=CC3=CC(=C(C=C3)O)OC)O)OC,5.105385064262357,7845.397193103014
alpha-CIS-BERGAMOTENE,6429303,CC1=CCC2CC1C2(C)CCC=C(C)C,5.090797357008489,8113.395427927239
alpha-Bergamotene,86608,CC1=CCC2CC1C2(C)CCC=C(C)C,5.090797357008489,8113.395427927239
Npc195717,6428986,CC1=CCC2CC1C2(C)CCC=C(C)C,5.090797357008489,8113.395427927239
Npc215012,91753502,CC1=CCC2CC1C2(C)CCC=C(C)C,5.090797357008489,8113.395427927239
"(1S)-1,5-dihydroxy-7-(4-hydroxy-3-methoxyphenyl)-1-(4-hydroxyphenyl)hepta-4,6-dien-3-one",162936395,COC1=C(C=CC(=C1)C=CC(=CC(=O)CC(C2=CC=C(C=C2)O)O)O)O,5.078802970882945,8340.594918293888
Bisacumol,5315469,CC1=CC=C(C=C1)C(C)CC(C=C(C)C)O,5.067928118997055,8552.082485066845
"(alphaR,gammaS)-gamma,4-Dimethyl-alpha-(2-methyl-1-propen-1-yl)benzenepropanol",11241433,CC1=CC=C(C=C1)C(C)CC(C=C(C)C)O,5.067928118997055,8552.082485066845
(6R)-2-methyl-6-(4-methylphenyl)hept-2-en-4-ol,11356422,CC1=CC=C(C=C1)C(C)CC(C=C(C)C)O,5.067928118997055,8552.082485066845
"Myrtenal, (A+-)-",1201529,CC1(C2CC=C(C1C2)C=O)C,5.064906557872835,8611.790221954676
Myrtenal,61130,CC1(C2CC=C(C1C2)C=O)C,5.064906557872835,8611.790221954676
p-Cumaroylferuloylmethan,129630417,COC1=C(C=CC(=C1)C=CC(=O)CC(=O)C=CC2=CC=C(C=C2)O)O,5.061899177427048,8671.631665356561
Demethoxycurcumin,5469424,COC1=C(C=CC(=C1)C=CC(=O)CC(=O)C=CC2=CC=C(C=C2)O)O,5.061899177427048,8671.631665356561
"1-(4-Hydroxy-3-methoxyphenyl)-7-(4-hydroxyphenyl)-1,6-heptadiene-3,5-dione",146723,COC1=C(C=CC(=C1)C=CC(=O)CC(=O)C=CC2=CC=C(C=C2)O)O,5.061899177427048,8671.631665356561
"disodium;2-methoxy-4-[(1Z,6E)-7-(3-methoxy-4-oxidophenyl)-3,5-dioxohepta-1,6-dienyl]phenolate",90471784,COC1=C(C=CC(=C1)C=CC(=O)CC(=O)C=CC2=CC(=C(C=C2)[O-])OC)[O-].[Na+].[Na+],5.042839859422816,9060.666398797686
Npc177377,6445487,COC1=C(C=CC(=C1)C=CC(=O)CC(=O)C=CC2=CC(=C(C=C2)[O-])OC)[O-].[Na+].[Na+],5.042839859422816,9060.666398797686
"Disodium;2-methoxy-4-[7-(3-methoxy-4-oxidophenyl)-3,5-dioxohepta-1,6-dienyl]phenolate",58766541,COC1=C(C=CC(=C1)C=CC(=O)CC(=O)C=CC2=CC(=C(C=C2)[O-])OC)[O-].[Na+].[Na+],5.042839859422816,9060.666398797686
Terpecurcumin I,71459741,CC1=CC(C(CC1)C(C)CC(=O)C=C(C)C)C2=C(C(=CC(=C2)C=CC(=CC(=O)C=CC3=CC(=C(C=C3)O)OC)O)OC)O,5.042184456554989,9074.35036236719
8-Hydroxy-ar-turmerone,102079805,CC1=CC=C(C=C1)C(C)C(C(=O)C=C(C)C)O,5.041140938046108,9096.180338074486
"(1E,6E)-1-(4-hydroxy-5-methoxycyclohexa-1,3-dien-1-yl)-7-(4-hydroxy-3-methoxyphenyl)hepta-1,6-diene-3,5-dione",87098904,COC1CC(=CC=C1O)C=CC(=O)CC(=O)C=CC2=CC(=C(C=C2)O)OC,5.040390749034847,9111.90642230586
"1,7-Bis(4-hydroxyphenyl)-1,6-Heptadiene-3,5-dione",147439,C1=CC(=CC=C1C=CC(=O)CC(=O)C=CC2=CC=C(C=C2)O)O,5.032990672704124,9268.497290175323
Bisdemethoxycurcumin,5315472,C1=CC(=CC=C1C=CC(=O)CC(=O)C=CC2=CC=C(C=C2)O)O,5.032990672704124,9268.497290175323
(+-)-alpha-Pinene,6654,CC1=CCC2CC1C2(C)C,5.029113517932116,9351.612053692392
"alpha-Pinene, (+)-",82227,CC1=CCC2CC1C2(C)C,5.029113517932116,9351.612053692392
L-alpha-Pinene,12223113,CC1=CCC2CC1C2(C)C,5.029113517932116,9351.612053692392
,5809667,C1=CC=C(C=C1)N=NC2=CC=C(C=C2)NN=C3C(=O)C=CC4=CC=CC=C43,5.0255408244204665,9428.859744075653
,5379348,C1=CC=C(C=C1)N=NC2=CC=C(C=C2)NN=C3C(=O)C=CC4=CC=CC=C43,5.0255408244204665,9428.859744075653
,6789251,C1=CC=C(C=C1)N=NC2=CC=C(C=C2)NN=C3C(=O)C=CC4=CC=CC=C43,5.0255408244204665,9428.859744075653
7-Epi-sesquithujene,56927990,CC1=CCC2(C1C2)C(C)CCC=C(C)C,5.021185566351146,9523.891380376974
Terpecurcumin F,71450687,CC(CC(=O)C=C(C)C)C1CC(C(C=C1)(C)OC2=C(C=C(C=C2)C=CC(=CC(=O)C=CC3=CC(=C(C=C3)O)OC)O)OC)O,5.017031257596717,9615.430704881037
"(1S,6R,7S)-6-methyl-7-(3-oxobutyl)bicyclo[4.1.0]heptan-3-one",163030927,CC(=O)CCC1C2C1(CCC(=O)C2)C,5.016385895271869,9629.72987261675
"7,11-Dimethyl-3-methylene-1,6,10-dodecatriene",10407,CC(=CCCC(=CCCC(=C)C=C)C)C,5.015629578466994,9646.514502031088
beta-Farnesene,5281517,CC(=CCCC(=CCCC(=C)C=C)C)C,5.015629578466994,9646.514502031088
"beta-Farnesene, (6Z)-",5317319,CC(=CCCC(=CCCC(=C)C=C)C)C,5.015629578466994,9646.514502031088
1-methyl-4-[(E)-6-methylhept-4-en-2-yl]benzene,5352479,CC1=CC=C(C=C1)C(C)CC=CC(C)C,5.008388434738704,9808.702562563285
Sesquisabinene,25202482,CC(CCC=C(C)C)C12CCC(=C)C1C2,5.008323300190983,9810.173760894108
"1,9-Bis(4-hydroxyphenyl)nona-1,6,8-triene-3,5-dione",162877104,C1=CC(=CC=C1C=CC=CC(=O)CC(=O)C=CC2=CC=C(C=C2)O)O,5.006436552573994,9852.885761497799
"1,5-Bis(4-hydroxy-3-methoxyphenyl)penta-1,4-dien-3-one",468133,COC1=C(C=CC(=C1)C=CC(=O)C=CC2=CC(=C(C=C2)O)OC)O,4.999330458566596,10015.428651172693
"1,5-Bis(4-Hydroxy-3-Methoxyphenyl)-1,4-Pentadien-3-One",6474893,COC1=C(C=CC(=C1)C=CC(=O)C=CC2=CC(=C(C=C2)O)OC)O,4.999330458566596,10015.428651172693
Npc108109,131752986,COC1=C(C=CC(=C1)C=CC(=O)C=CC2=CC(=C(C=C2)O)OC)O,4.999330458566596,10015.428651172693
"(1R,4S)-1,7,7-trimethylbicyclo[2.2.1]heptan-2-ol",12242824,CC1(C2CCC1(C(C2)O)C)C,4.9918388202459845,10189.694881345127
Npc152989,61060,CC1(C2CCC1(C(C2)O)C)C,4.9918388202459845,10189.694881345127
D-Borneol,6552009,CC1(C2CCC1(C(C2)O)C)C,4.9918388202459845,10189.694881345127
"(1S,2S)-1,7,7-trimethylbicyclo[2.2.1]heptan-2-ol",12242815,CC1(C2CCC1(C(C2)O)C)C,4.9918388202459845,10189.694881345127
Borneol,64685,CC1(C2CCC1(C(C2)O)C)C,4.9918388202459845,10189.694881345127
"(1R,2S,4S)-1,7,7-trimethylbicyclo(2.2.1)heptan-2-ol",10492,CC1(C2CCC1(C(C2)O)C)C,4.9918388202459845,10189.694881345127
Npc196490,439569,CC1(C2CCC1(C(C2)O)C)C,4.9918388202459845,10189.694881345127
"Borneol, (-)-",1201518,CC1(C2CCC1(C(C2)O)C)C,4.9918388202459845,10189.694881345127
"(2S,4R)-1,7,7-trimethylbicyclo(2.2.1)heptan-2-ol",44630107,CC1(C2CCC1(C(C2)O)C)C,4.9918388202459845,10189.694881345127
Npc189036,10049,CC1(C2CCC1(C(C2)O)C)C,4.9918388202459845,10189.694881345127
Npc219400,512289,CC1(C2CCC1(C(C2)O)C)C,4.9918388202459845,10189.694881345127
Isoborneol,6321405,CC1(C2CCC1(C(C2)O)C)C,4.9918388202459845,10189.694881345127
Exoborneol,230920,CC1(C2CCC1(C(C2)O)C)C,4.9918388202459845,10189.694881345127
Npc284731,657014,CC1(C2CCC1(C(C2)O)C)C,4.9918388202459845,10189.694881345127
Npc14682,6850744,CC1(C2CCC1(C(C2)O)C)C,4.9918388202459845,10189.694881345127
(+)-Isoborneol,6973640,CC1(C2CCC1(C(C2)O)C)C,4.9918388202459845,10189.694881345127
Npc308218,439568,CC1(C2CCC1(C(C2)O)C)C,4.9918388202459845,10189.694881345127
"(1E,6E)-1,7-bis(4-acetyl-3-methoxyphenyl)hepta-1,6-diene-3,5-dione",44582616,CC(=O)C1=C(C=C(C=C1)C=CC(=O)CC(=O)C=CC2=CC(=C(C=C2)C(=O)C)OC)OC,4.983122179083948,10396.276485902914
"1,5-Dihydroxy-1,7-bis(4-hydroxyphenyl)-4,6-heptadiene-3-one",129864102,C1=CC(=CC=C1C=CC(=CC(=O)CC(C2=CC=C(C=C2)O)O)O)O,4.982692745241261,10406.561491003828
"2-Pyrazoline, 1-isopropyl-3,4-dimethyl-",580360,CC1CN(N=C1C)C(C)C,4.9762890055756,10561.14473454784
(4S)-4-(4-methylphenyl)pentan-2-one,42077474,CC1=CC=C(C=C1)C(C)CC(=O)C,4.976016717526792,10567.768293622546
Citronellyl Acetate,9017,CC(CCC=C(C)C)CCOC(=O)C,4.9757802184085085,10573.52463778813
Dehydrozingerone,5354238,CC(=O)C=CC1=CC(=C(C=C1)O)OC,4.971506684343163,10678.083574870312
(S)-(+)-Curcumene,157009761,CC1=CC=C(C=C1)C(C)CCC=C,4.970705980267752,10697.788802536048
1-Hex-5-en-2-yl-4-methylbenzene,85871309,CC1=CC=C(C=C1)C(C)CCC=C,4.970705980267752,10697.788802536048
"1,7-bis(4-Hydroxy-3-methoxyphenyl)hepta-1,4,6-trien-3-one",85309552,COC1=C(C=CC(=C1)C=CC=CC(=O)C=CC2=CC(=C(C=C2)O)OC)O,4.970240015055339,10709.27288246792
"1,7-Bis(4-Hydroxy-3-Methoxyphenyl)-1,4,6-Heptatrien-3-One",10904292,COC1=C(C=CC(=C1)C=CC=CC(=O)C=CC2=CC(=C(C=C2)O)OC)O,4.970240015055339,10709.27288246792
4-Vinylguaiacol,332,COC1=C(C=CC(=C1)C=C)O,4.955033407918363,11090.894957429715
"1-Isopropyl-4,7-dimethyl-1,3,4,5,6,8a-hexahydro-4a(2H)-naphthalenol",519857,CC1CCC(C2C1(CCC(=C2)C)O)C(C)C,4.946471074045772,11311.727279858962
"(4Z,6E)-1,5-dihydroxy-1,7-bis(4-hydroxy-3-methoxyphenyl)hepta-4,6-dien-3-one",21637828,COC1=C(C=CC(=C1)C=CC(=CC(=O)CC(C2=CC(=C(C=C2)O)OC)O)O)O,4.944560153861748,11361.609178178858
